netID,score
even_cut_even_choose,15.979999999999997
even_cut_pack_choose,16.846666666666668
mmir,18.486666666666668
pack_cut_pack_choose,15.246666666666664
stupid,25.156666666666666
stupid2,24.25666666666666
stupid3,24.02666666666667
